"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt.g","how.g","year.g","name.g","totalcores.g","computer.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t","rmax","mflopswatt"
"35",2015-06-01,99,-3.385,35,272,1642536,3306.24,496.7987805,"Derived",2014,"ARCHER",118080,"Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ","EPSRC/University of Edinburgh","Cray Inc.","United Kingdom","Research",0,2550528,0,0,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe",25,42,19,"ARCHER","Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ","EPSRC/University of Edinburgh","Cray Inc.","United Kingdom",2014,"Research",118080,0,1642536,2550528,0,0,NA,NA,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe",1642536,496.7987805
"281",2015-06-01,100,-3.386,281,12,252700,78.41,3222.803214,"Top500",2015,"Sango",10512,"Supermicro SBI-7228R-T2F, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Intel Xeon Phi 7120P","Okinawa Institute of Science and Technology","Supermicro","Japan","Academic",732,405696,2400000,400000,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"CentOS","Linux","Intel Xeon Phi 7120P",12,"Intel Xeon E5 (Haswell)","Supermicro SBI-7228R-T2F","Supermicro Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",NA,45,281,"Sango","Supermicro SBI-7228R-T2F, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Intel Xeon Phi 7120P","Okinawa Institute of Science and Technology","Supermicro","Japan",2015,"Academic",10512,732,252700,405696,2400000,400000,78,3223,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"CentOS","Linux","Intel Xeon Phi 7120P",12,"Intel Xeon E5 (Haswell)","Supermicro SBI-7228R-T2F","Supermicro Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",252700,3222.803214
"158",2015-06-01,101,-3.388,158,76,417256,215.6,1935.324675,"Submission",2012,"Discover",35568,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, Intel Xeon Phi 5110P","NASA Center for Climate Simulation","IBM","United States","Government",28080,628842.24,960000,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas",119,40,53,"Discover","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, Intel Xeon Phi 5110P","NASA Center for Climate Simulation","IBM","United States",2012,"Government",35568,28080,417256,628842,960000,0,216,1935,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas",417256,1935.324675
"279",2015-06-01,102,-3.392,279,14,254900,81.41,3131.06498,"Submission",2013,"romeo",5720,"Bull R421-E3 Cluster, Intel Xeon E5-2650v2 8C 2.600GHz, Infiniband FDR, NVIDIA K20x","ROMEO HPC Center - Champagne-Ardenne","Bull, Atos Group","France","Academic",3640,384124,645120,0,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Bullx Linux","Linux","NVIDIA K20x",8,"Intel Xeon E5 (IvyBridge)","Bull R421-E3 Cluster","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",221,42,151,"romeo","Bull R421-E3 Cluster, Intel Xeon E5-2650v2 8C 2.600GHz, Infiniband FDR, NVIDIA K20x","ROMEO HPC Center - Champagne-Ardenne","Bull, Atos Group","France",2013,"Academic",5720,3640,254900,384124,645120,0,81,3131,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Bullx Linux","Linux","NVIDIA K20x",8,"Intel Xeon E5 (IvyBridge)","Bull R421-E3 Cluster","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",254900,3131.06498
"111",2015-06-01,103,-3.395,111,126,596010,450,1324.466667,"Top500",2014,"VSC-3",32768,"Oil blade server, Intel Xeon E5-2650v2  8C 2.6GHz, Intel TrueScale Infiniband","Vienna Scientific Cluster","ClusterVision","Austria","Academic",0,681574.4,3174400,0,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Scientific Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Oil blade server","ClusterVision Cluster","Infiniband","Intel TrueScale Infiniband","Western Europe","Europe",85,44,85,"VSC-3","Oil blade server, Intel Xeon E5-2650v2  8C 2.6GHz, Intel TrueScale Infiniband","Vienna Scientific Cluster","ClusterVision","Austria",2014,"Academic",32768,0,596010,681574,3174400,0,450,1324,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Scientific Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Oil blade server","ClusterVision Cluster","Infiniband","Intel TrueScale Infiniband","Western Europe","Europe",596010,1324.466667
"110",2015-06-01,104,-3.399,110,127,597400,458.12,1304.025146,"Derived",2013,"Big Red II",31288,"Cray XK7 , Opteron 6276 16C 2.300GHz, Cray Gemini interconnect, NVIDIA K20","Indiana University","Cray Inc.","United States","Academic",8788,1000624,748800,0,"MPP","Opteron 6276 16C 2.3GHz","AMD x86_64",2300,"Cray Linux Environment ","Linux","NVIDIA K20",16,"Opteron 6200 Series ""Interlagos""","Cray XK7 ","Cray XK","Cray Interconnect","Cray Gemini interconnect","North America","Americas",84,41,46,"Big Red II","Cray XK7 , Opteron 6276 16C 2.300GHz, Cray Gemini interconnect, NVIDIA K20","Indiana University","Cray Inc.","United States",2013,"Academic",31288,8788,597400,1000624,748800,0,NA,NA,"MPP","Opteron 6276 16C 2.3GHz","AMD x86_64",2300,"Cray Linux Environment ","Linux","NVIDIA K20",16,"Opteron 6200 Series ""Interlagos""","Cray XK7 ","Cray XK","Cray Interconnect","Cray Gemini interconnect","North America","Americas",597400,1304.025146
"180",2015-06-01,105,-3.399,180,44,357776,164,2181.560976,"Submission",2012,"Vesta",32768,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","DOE/SC/Argonne National Laboratory","IBM","United States","Research",0,419430.4,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",138,39,99,"Vesta","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","DOE/SC/Argonne National Laboratory","IBM","United States",2012,"Research",32768,0,357776,419430,0,0,164,2182,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",357776,2181.560976
"181",2015-06-01,106,-3.399,181,61,357776,164.38,2176.517825,"Submission",2011,"",32768,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","IBM Rochester","IBM","United States","Vendor",0,419430.4,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",139,38,29,"","BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","IBM Rochester","IBM","United States",2011,"Vendor",32768,0,357776,419430,0,0,164,2177,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",357776,2176.517825
"182",2015-06-01,107,-3.399,182,62,357776,164.38,2176.517825,"Submission",2011,"",32768,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","Texas A&M University","IBM","United States","Academic",0,419430.4,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",140,38,64,"","BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","Texas A&M University","IBM","United States",2011,"Academic",32768,0,357776,419430,0,0,164,2177,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",357776,2176.517825
"363",2015-06-01,108,-3.408,363,9,209700,58.013,3614.707048,"Submission",2015,"Taurus GPUs",3200,"Bull bullx R400, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Nvidia K80","TU Dresden, ZIH","Bull, Atos Group","Germany","Academic",1664,427520,600000,0,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"Linux","Linux","Nvidia K80",12,"Intel Xeon E5 (Haswell)","Bull bullx R400","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",NA,45,363,"Taurus GPUs","Bull bullx R400, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Nvidia K80","TU Dresden, ZIH","Bull, Atos Group","Germany",2015,"Academic",3200,1664,209700,427520,600000,0,64,3277,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"Linux","Linux","Nvidia K80",12,"Intel Xeon E5 (Haswell)","Bull bullx R400","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",209700,3614.707048
"191",2015-06-01,109,-3.412,191,63,345600,159.64,2164.87096,"Top500",2014,"Uri",10752,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","Korea Meteorological Administration","Cray Inc.","Korea, South","Research",0,447283.2,2469888,0,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Eastern Asia","Asia",148,44,148,"Uri","Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","Korea Meteorological Administration","Cray Inc.","Korea, South",2014,"Research",10752,0,345600,447283,2469888,0,160,2165,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Eastern Asia","Asia",345600,2164.87096
"34",2015-06-01,110,-3.419,34,290,1654702,3747.07,441.5989026,"Derived",2014,"Edison",133824,"Cray XC30, Intel Xeon E5-2695v2 12C 2.4GHz, Aries interconnect ","DOE/SC/LBNL/NERSC","Cray Inc.","United States","Research",0,2569420.8,0,0,"MPP","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","North America","Americas",24,43,18,"Edison","Cray XC30, Intel Xeon E5-2695v2 12C 2.4GHz, Aries interconnect ","DOE/SC/LBNL/NERSC","Cray Inc.","United States",2014,"Research",133824,0,1654702,2569421,0,0,NA,NA,"MPP","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","North America","Americas",1654702,441.5989026
"469",2015-06-01,111,-3.423,469,5,169600,39.832,4257.883109,"Submission",2013,"TSUBAME-KFC",2992,"LX 1U-4GPU/104Re-1G  Cluster, Intel Xeon E5-2620v2 6C 2.100GHz, Infiniband FDR, NVIDIA K20x","GSIC Center, Tokyo Institute of Technology","NEC","Japan","Academic",2464,239606.4,360448,160000,"Cluster","Intel Xeon E5-2620v2 6C 2.1GHz","Intel IvyBridge",2100,"CentOS","Linux","NVIDIA K20x",6,"Intel Xeon E5 (IvyBridge)","LX 1U-4GPU/104Re-1G  Cluster","NEC Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",392,42,311,"TSUBAME-KFC","LX 1U-4GPU/104Re-1G  Cluster, Intel Xeon E5-2620v2 6C 2.100GHz, Infiniband FDR, NVIDIA K20x","GSIC Center, Tokyo Institute of Technology","NEC","Japan",2013,"Academic",2992,2464,169600,239606,360448,160000,40,4272,"Cluster","Intel Xeon E5-2620v2 6C 2.1GHz","Intel IvyBridge",2100,"CentOS","Linux","NVIDIA K20x",6,"Intel Xeon E5 (IvyBridge)","LX 1U-4GPU/104Re-1G  Cluster","NEC Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",169600,4257.883109
"172",2015-06-01,112,-3.424,172,88,388442,209.95,1850.164325,"Top500",2013,"PARAM Yuva - II",30056,"R2208GZ Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","Center for Development of Advanced Computing (C-DAC)","Netweb Technologies","India","Research",26520,520357.76,1225088,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"CentOS","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","R2208GZ Cluster","Netweb Cluster","Infiniband","Infiniband FDR","South-central Asia","Asia",131,41,69,"PARAM Yuva - II","R2208GZ Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","Center for Development of Advanced Computing (C-DAC)","Netweb Technologies","India",2013,"Research",30056,26520,388442,520358,1225088,0,210,1850,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"CentOS","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","R2208GZ Cluster","Netweb Cluster","Infiniband","Infiniband FDR","South-central Asia","Asia",388442,1850.164325
"437",2015-06-01,113,-3.426,437,7,176500,44.54,3962.73013,"Submission",2014,"Storm1",3080,"Cray CS-Storm, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, Nvidia K40m","Cray Inc.","Cray Inc.","United States","Vendor",2640,259424,556800,0,"Cluster","Intel Xeon E5-2660v2 10C 2.2GHz","Intel IvyBridge",2200,"Linux","Linux","Nvidia K40m",10,"Intel Xeon E5 (IvyBridge)","Cray CS-Storm","Cray CS-Storm","Infiniband","Infiniband FDR","North America","Americas",361,44,361,"Storm1","Cray CS-Storm, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, Nvidia K40m","Cray Inc.","Cray Inc.","United States",2014,"Vendor",3080,2640,180200,259424,556800,0,46,3879,"Cluster","Intel Xeon E5-2660v2 10C 2.2GHz","Intel IvyBridge",2200,"Linux","Linux","Nvidia K40m",10,"Intel Xeon E5 (IvyBridge)","Cray CS-Storm","Cray CS-Storm","Infiniband","Infiniband FDR","North America","Americas",180200,3962.73013
"45",2015-06-01,114,-3.427,45,266,1285600,2323.709433,553.2533378,"",2015,"Gordon",61256,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect , Intel Xeon Phi 5120D","Navy DSRC","Cray Inc.","United States","Government",10248,2049602,4838400,0,"Cluster","Xeon E5-2698v3 16C 2.3GHz","Intel Haswell",2300,"Cray Linux Environment ","Linux","Intel Xeon Phi 5120D",16,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","North America","Americas",NA,45,45,"Gordon","Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect , Intel Xeon Phi 5120D","Navy DSRC","Cray Inc.","United States",2015,"Government",61256,10248,1285600,2049602,4838400,0,NA,NA,"Cluster","Xeon E5-2698v3 16C 2.3GHz","Intel Haswell",2300,"Cray Linux Environment ","Linux","Intel Xeon Phi 5120D",16,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","North America","Americas",1285600,553.2533378
"46",2015-06-01,115,-3.427,46,267,1285600,2323.709433,553.2533378,"",2015,"Conrad",61256,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect , Intel Xeon Phi 5120D","Navy DSRC","Cray Inc.","United States","Government",10248,2049602,4838400,0,"Cluster","Xeon E5-2698v3 16C 2.3GHz","Intel Haswell",2300,"Cray Linux Environment ","Linux","Intel Xeon Phi 5120D",16,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","North America","Americas",NA,45,46,"Conrad","Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect , Intel Xeon Phi 5120D","Navy DSRC","Cray Inc.","United States",2015,"Government",61256,10248,1285600,2049602,4838400,0,NA,NA,"Cluster","Xeon E5-2698v3 16C 2.3GHz","Intel Haswell",2300,"Cray Linux Environment ","Linux","Intel Xeon Phi 5120D",16,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","North America","Americas",1285600,553.2533378
"37",2015-06-01,116,-3.43,37,288,1587000,3575.63,443.8378691,"Submission",2013,"",62944,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","IBM Development Engineering","IBM","United States","Vendor",0,1931625,0,0,"MPP","POWER7 8C 3.84GHz","Power",3836,"Linux","Linux","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","North America","Americas",27,42,17,"","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","IBM Development Engineering","IBM","United States",2013,"Vendor",62944,0,1587000,1931625,0,0,3576,444,"MPP","POWER7 8C 3.84GHz","Power",3836,"Linux","Linux","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","North America","Americas",1587000,443.8378691
"52",2015-06-01,117,-3.434,52,261,1237000,2200,562.2727273,"Top500",2011,"Helios",70560,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","International Fusion Energy Research Centre (IFERC), EU(F4E) - Japan Broader Approach collaboration","Bull, Atos Group","Japan","Academic",0,1524096,4870152,0,"Cluster","Xeon E5-2680 8C 2.7GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Eastern Asia","Asia",38,38,28,"Helios","Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","International Fusion Energy Research Centre (IFERC), EU(F4E) - Japan Broader Approach collaboration","Bull, Atos Group","Japan",2011,"Academic",70560,0,1237000,1524096,4870152,0,2200,562,"Cluster","Xeon E5-2680 8C 2.7GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Eastern Asia","Asia",1237000,562.2727273
"130",2015-06-01,118,-3.438,130,123,506357,373.75,1354.801338,"Derived",2014,"PORTHOS",16100,"IBM NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","EDF R&D","IBM","France","Industry",0,669760,2088960,0,"Cluster","Xeon E5-2697v3 14C 2.6GHz","Intel Haswell",2600,"Linux","Linux","None",14,"Intel Xeon E5 (Haswell)","IBM NeXtScale nx360M5","IBM NeXtScale","Infiniband","Infiniband FDR","Western Europe","Europe",123,44,123,"PORTHOS","IBM NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","EDF R&D","IBM","France",2014,"Industry",16100,0,506357,669760,2088960,0,NA,NA,"Cluster","Xeon E5-2697v3 14C 2.6GHz","Intel Haswell",2600,"Linux","Linux","None",14,"Intel Xeon E5 (Haswell)","IBM NeXtScale nx360M5","IBM NeXtScale","Infiniband","Infiniband FDR","Western Europe","Europe",506357,1354.801338
"395",2015-06-01,119,-3.439,395,10,193465,54.6,3543.315018,"Submission",2013,"",4318,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x","Financial Institution","IBM/Lenovo","United States","Industry",2268,258302,0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",318,42,328,"","iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x","Financial Institution","IBM/Lenovo","United States",2013,"Industry",4318,2268,193465,258302,0,0,55,3543,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",193465,3543.315018
"139",2015-06-01,120,-3.449,139,120,474070,339.2,1397.612028,"Derived",2015,"Mesabi",15360,"HP Apollo 6000 Xl230/250 , Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","University of Minnesota/Supercomputing Institute","Hewlett-Packard","United States","Academic",0,614400,1872000,0,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","HP Apollo 6000 Xl230/250 ","HP Apollo","Infiniband","Infiniband FDR","North America","Americas",NA,45,139,"Mesabi","HP Apollo 6000 Xl230/250 , Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","University of Minnesota/Supercomputing Institute","Hewlett-Packard","United States",2015,"Academic",15360,0,474070,614400,1872000,0,NA,NA,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","HP Apollo 6000 Xl230/250 ","HP Apollo","Infiniband","Infiniband FDR","North America","Americas",474070,1397.612028
"96",2015-06-01,121,-3.453,96,169,719220,789.66,910.7970519,"Submission",2013,"",38016,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Indian Institute of Tropical Meteorology","IBM","India","Research",0,790733,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","South-central Asia","Asia",71,41,36,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Indian Institute of Tropical Meteorology","IBM","India",2013,"Research",38016,0,719220,790733,0,0,790,911,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","South-central Asia","Asia",719220,910.7970519
"89",2015-06-01,122,-3.456,89,196,773700,924.16,837.1926939,"Top500",2011,"Zin",46208,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR","Lawrence Livermore National Laboratory","Cray Inc.","United States","Research",0,961126.4,3260400,1630200,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"RHEL 6.2","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Xtreme-X GreenBlade GB512X","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",66,38,15,"Zin","Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR","Lawrence Livermore National Laboratory","Cray Inc.","United States",2011,"Research",46208,0,773700,961126,3260400,1630200,924,837,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"RHEL 6.2","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Xtreme-X GreenBlade GB512X","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",773700,837.1926939
