"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","how.g","mflopswatt","totalcores.g","year.g","name.g","manufacturer.g","computer.g","site.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","efficiency.g","nmax.g","architecture.g","processor.g","processortechnology.g","processorspeedmhz.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","efficiency.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"363",2013-06-01,473,-4.793,363,482,117831.3,1665.9,"Derived",70.73131641,22212,2012,"","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","Banking (M)","United States","Industry",0,236336,49.86,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",228,39,151,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","Banking (M)","Hewlett-Packard","United States",2012,"Industry",22212,0,117831,236336,50,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"366",2013-06-01,474,-4.794,366,479,116072,1623.6,"Derived",71.49051491,21648,2012,"","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Services Provider","United States","Industry",0,230335,50.39,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",231,40,231,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2012,"Industry",21648,0,116072,230335,50,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"367",2013-06-01,475,-4.794,367,480,116072,1623.6,"Derived",71.49051491,21648,2012,"","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Services Provider","United States","Industry",0,230335,50.39,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",230,40,230,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2012,"Industry",21648,0,116072,230335,50,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"276",2013-06-01,476,-4.799,276,488,138358.5,2340,"Derived",59.1275641,31200,2012,"","Hewlett-Packard","Cluster Platform 4000 BL465c, Opteron 6174 12C 2.200GHz, Gigabit Ethernet","Manufacturing Company","United States","Industry",0,274560,50.39,0,"Cluster","Opteron 6174 12C 2.200GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours""","Cluster Platform 4000 BL465c","HP Cluster Platform 4000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",176,40,176,"","Cluster Platform 4000 BL465c, Opteron 6174 12C 2.200GHz, Gigabit Ethernet","Manufacturing Company","Hewlett-Packard","United States",2012,"Industry",31200,0,138359,274560,50,0,0,NA,NA,"Cluster","Opteron 6174 12C 2.200GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cluster Platform 4000 BL465c","HP Cluster Platform 4000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"446",2013-06-01,477,-4.802,446,469,102800,1305.24,"Derived",78.75946186,12216,2008,"","Lenovo","DeepComp 7000, HS21/x3950 Cluster, Xeon QC HT 3 GHz/2.93 GHz, Infiniband","Computer Network Information Center, Chinese Academy of Science","China","Academic",0,145965,70.43,1600000,"Cluster","Xeon E5450 4C 3.000GHz","Intel Core",3000,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","Lenovo DeepComp 7000","Lenovo Cluster","Infiniband","Infiniband","Eastern Asia","Asia",293,32,19,"","DeepComp 7000, HS21/x3950 Cluster, Xeon QC HT 3 GHz/2.93 GHz, Infiniband","Computer Network Information Center, Chinese Academy of Science","Lenovo","China",2008,"Academic",12216,0,102800,145965,70,1600000,0,NA,NA,"Cluster","Xeon E5450 4C 3.000GHz","Intel Core",3000,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","Lenovo DeepComp 7000","Lenovo Cluster","Infiniband","Infiniband","Eastern Asia","Asia"
"344",2013-06-01,478,-4.811,344,483,121794.2,1888.2,"Derived",64.50280691,25176,2012,"","Hewlett-Packard","Cluster Platform 4000 BL685c G7, Opteron 6234  12C 2.400GHz, Gigabit Ethernet","Web Company (C)","China","Industry",0,241690,50.39,0,"Cluster","Opteron 6234  12C 2.400GHz","AMD x86_64",2400,"Linux","Linux","None",12,"Opteron 6200 Series ""Interlagos""","Cluster Platform 4000 BL685c G7","HP Cluster Platform 4000BL","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",218,40,218,"","Cluster Platform 4000 BL685c G7, Opteron 6234  12C 2.400GHz, Gigabit Ethernet","Web Company (C)","Hewlett-Packard","China",2012,"Industry",25176,0,121794,241690,50,0,0,NA,NA,"Cluster","Opteron 6234  12C 2.400GHz","AMD x86_64",2400,"Linux","Linux","None",12,"Opteron 6200 Series ""Interlagos""","Cluster Platform 4000 BL685c G7","HP Cluster Platform 4000BL","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"413",2013-06-01,479,-4.814,413,481,109182.2,1532.7,"Derived",71.23520585,20436,2012,"","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","Arrow Enterprise Computing Solutions","United States","Industry",0,217439,50.21,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",267,39,166,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","Arrow Enterprise Computing Solutions","Hewlett-Packard","United States",2012,"Industry",20436,0,109182,217439,50,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"314",2013-06-01,480,-4.82,314,487,127902.6,2146.5,"Derived",59.58658281,28620,2012,"","Hewlett-Packard","Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.30GHz, Gigabit Ethernet","IT Service Provider (D)","United States","Industry",0,263304,48.58,0,"Cluster","Opteron 6176 12C 2.300GHz","AMD x86_64",2300,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours""","Cluster Platform 4000 BL465c G7","HP Cluster Platform 4000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",203,39,136,"","Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.30GHz, Gigabit Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2012,"Industry",28620,0,127903,263304,49,0,0,NA,NA,"Cluster","Opteron 6176 12C 2.300GHz","AMD x86_64",2300,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cluster Platform 4000 BL465c G7","HP Cluster Platform 4000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"443",2013-06-01,481,-4.83,443,472,103084,1440,"Derived",71.58611111,19200,2012,"","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Services Provider","United States","Industry",0,204288,50.46,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",292,40,292,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2012,"Industry",19200,0,103084,204288,50,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"444",2013-06-01,482,-4.83,444,473,103084,1440,"Derived",71.58611111,19200,2012,"","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Services Provider","United States","Industry",0,204288,50.46,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",291,40,291,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2012,"Industry",19200,0,103084,204288,50,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"474",2013-06-01,483,-4.83,474,470,99529.9,610.2,"Derived",74.12116473,10848,2012,"","Hewlett-Packard","Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, Gigabit Ethernet","Electrionic Industry","Sweden","Industry",0,190925,52.13,0,"Cluster","Xeon E5-2660 8C 2.200GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Northern Europe","Europe",305,40,305,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, Gigabit Ethernet","Electrionic Industry","Hewlett-Packard","Sweden",2012,"Industry",10848,0,99530,190925,52,0,0,NA,NA,"Cluster","Xeon E5-2660 8C 2.200GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Northern Europe","Europe"
"500",2013-06-01,484,-4.849,500,471,96619,1342.8,"Derived",71.95338099,17904,2012,"","Hewlett-Packard","Cluster Platform 3000SL SL170s/160z, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","Web Company (F)","United States","Industry",0,190499,50.72,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000SL SL170s/160z","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",321,40,321,"","Cluster Platform 3000SL SL170s/160z, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","Web Company (F)","Hewlett-Packard","United States",2012,"Industry",17904,0,96619,190499,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000SL SL170s/160z","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"411",2013-06-01,485,-4.863,411,486,109332.2,1800,"Derived",60.74011111,24000,2012,"","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon L5640 6C 2.26GHz, Gigabit Ethernet","Cerner Corp.","United States","Industry",0,216960,50.39,0,"Cluster","Xeon L5640 6C 2.260GHz","Intel Nehalem",2260,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",265,40,265,"","Cluster Platform 3000 BL460c G7, Xeon L5640 6C 2.26GHz, Gigabit Ethernet","Cerner Corp.","Hewlett-Packard","United States",2012,"Industry",24000,0,109332,216960,50,0,0,NA,NA,"Cluster","Xeon L5640 6C 2.260GHz","Intel Nehalem",2260,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"429",2013-06-01,486,-4.866,429,485,105294,1689.62,"Derived",62.31815438,19128,2011,"","Hewlett-Packard","Cluster Platform 3000 BL 2x220, Xeon L5420 4C 2.50 GHz, Gigabit Ethernet","Grupa Allegro","Poland","Industry",0,191280,55.05,0,"Cluster","Xeon L5420 4C 2.500GHz","Intel Core",2500,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","Cluster Platform 3000 BL 2x220","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Eastern Europe","Europe",344,38,348,"","Cluster Platform 3000 BL 2x220, Xeon L5420 4C 2.50 GHz, Gigabit Ethernet","Grupa Allegro","Hewlett-Packard","Poland",2011,"Industry",19128,0,105294,191280,55,0,0,NA,NA,"Cluster","Xeon L5420 4C 2.500GHz","Intel Core",2500,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","Cluster Platform 3000 BL 2x220","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Eastern Europe","Europe"
"342",2013-06-01,487,-4.882,342,492,122400,2400,"Derived",51,1280,2009,"Earth Simulator","NEC","SX-9/E/1280M160","Japan Agency for Marine -Earth Science and Technology","Japan","Research",0,131072,93.38,1556480,"MPP","NEC  3.200GHz","NEC",3200,"Super-UX","BSD Based","None",1,"NEC","SX-9/E","NEC Vector","Fat Tree","Fat Tree Network","Eastern Asia","Asia",217,33,22,"Earth Simulator","SX-9/E/1280M160","Japan Agency for Marine -Earth Science and Technology","NEC","Japan",2009,"Research",1280,0,122400,131072,93,1556480,0,NA,NA,"MPP","NEC  3.200GHz","NEC",3200,"Super-UX","BSD Based","None",1,"NEC","SX-9/E","NEC Vector","Fat Tree","Fat Tree Network","Eastern Asia","Asia"
"487",2013-06-01,488,-4.882,487,484,97500,1526.4,"Derived",63.87578616,17280,2011,"","Hewlett-Packard","Cluster Platform 3000 BL2x220, L56xx 2.26 Ghz, Infiniband","Government","Sweden","Government",0,156211.2,62.42,1700000,"Cluster","Xeon L5640 6C 2.260GHz","Intel Nehalem",2260,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL 2x220","HP Cluster Platform 3000BL","Infiniband","Infiniband","Northern Europe","Europe",311,37,90,"","Cluster Platform 3000 BL2x220, L56xx 2.26 Ghz, Infiniband","Government","Hewlett-Packard","Sweden",2011,"Government",17280,0,97500,156211,62,1700000,0,NA,NA,"Cluster","Xeon L5640 6C 2.260GHz","Intel Nehalem",2260,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL 2x220","HP Cluster Platform 3000BL","Infiniband","Infiniband","Northern Europe","Europe"
"268",2013-06-01,489,-4.894,268,500,141415.9,3340.8,"Derived",42.32995091,33408,2012,"","Hewlett-Packard","Cluster Platform SL165z G7, Opteron 6172 12C 2.100GHz, Gigabit Ethernet","Financial Services Company (G)","United States","Industry",0,280627,50.39,0,"Cluster","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours""","Cluster Platform SL165z G7","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",174,40,174,"","Cluster Platform SL165z G7, Opteron 6172 12C 2.100GHz, Gigabit Ethernet","Financial Services Company (G)","Hewlett-Packard","United States",2012,"Industry",33408,0,141416,280627,50,0,0,NA,NA,"Cluster","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cluster Platform SL165z G7","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"408",2013-06-01,490,-4.901,408,491,109594.3,2052,"Derived",53.40852827,20520,2012,"","Hewlett-Packard","HP DL180se, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","Web Company (F)","United States","Industry",0,218333,50.2,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","HP DL180se","HP Cluster","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",262,39,163,"","HP DL180se, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","Web Company (F)","Hewlett-Packard","United States",2012,"Industry",20520,0,109594,218333,50,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","HP DL180se","HP Cluster","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"209",2013-06-01,491,-4.91,209,NA,165600,4812.42,"Derived",34.41096164,20960,2009,"","Cray Inc.","Cray XT5 QC 2.4 GHz","Government","United States","Government",0,201216,82.3,0,"MPP","Opteron Quad Core 4C 2.400GHz","AMD x86_64",2400,"CNL","Linux","None",4,"Opteron Quad Core","Cray XT5 QuadCore","Cray XT","Proprietary Network","XT4 Internal Interconnect","North America","Americas",152,34,23,"","Cray XT5 QC 2.4 GHz","Government","Cray Inc.","United States",2009,"Government",20960,0,165600,201216,82,0,0,NA,NA,"MPP","Opteron Quad Core 4C 2.400GHz","AMD x86_64",2400,"CNL","Linux","None",4,"Opteron Quad Core","Cray XT5 QuadCore","Cray XT","Proprietary Network","XT4 Internal Interconnect","North America","Americas"
"492",2013-06-01,492,-4.932,492,489,97071,1781.25,"Derived",54.496,18176,2008,"Chinook","Hewlett-Packard","Cluster Platform 4000 DL185G5, Opteron QC 2.2 GHz, Infiniband DDR","DOE/SC/Pacific Northwest National Laboratory","United States","Research",0,159948.8,60.69,488000,"Cluster","Opteron Quad Core 4C 2.200GHz","AMD x86_64",2200,"Linux","Linux","None",4,"Opteron Quad Core","HP Cluster Platform 4000 DL185 G5 Cluster","HP Cluster Platform 4000","Infiniband","Infiniband DDR","North America","Americas",313,32,21,"Chinook","Cluster Platform 4000 DL185G5, Opteron QC 2.2 GHz, Infiniband DDR","DOE/SC/Pacific Northwest National Laboratory","Hewlett-Packard","United States",2008,"Research",18176,0,97071,159949,61,488000,0,NA,NA,"Cluster","Opteron Quad Core 4C 2.200GHz","AMD x86_64",2200,"Linux","Linux","None",4,"Opteron Quad Core","HP Cluster Platform 4000 DL185 G5 Cluster","HP Cluster Platform 4000","Infiniband","Infiniband DDR","North America","Americas"
"427",2013-06-01,493,-4.933,427,493,105900,475,"Derived",49.91515837,15000,2010,"Muir","Dell","Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR","Lawrence Livermore National Laboratory","United States","Research",0,168000,63.04,1476000,"Cluster","Xeon X5660 6C 2.800GHz","Intel Nehalem",2800,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Dell Xanadu 3 Cluster","Dell Xanadu","Infiniband","Infiniband QDR","North America","Americas",280,36,67,"Muir","Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR","Lawrence Livermore National Laboratory","Dell","United States",2010,"Research",15000,0,105900,168000,63,1476000,0,NA,NA,"Cluster","Xeon X5660 6C 2.800GHz","Intel Nehalem",2800,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Dell Xanadu 3 Cluster","Dell Xanadu","Infiniband","Infiniband QDR","North America","Americas"
"491",2013-06-01,494,-4.935,491,490,97100.6,1800,"Derived",53.94477778,18000,2012,"","Hewlett-Packard","Cluster Platform SL170s, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","Web Company (F)","United States","Industry",0,191520,50.7,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL170s","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",312,39,192,"","Cluster Platform SL170s, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","Web Company (F)","Hewlett-Packard","United States",2012,"Industry",18000,0,97101,191520,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL170s","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"435",2013-06-01,495,-4.946,435,496,104746,2165.2,"Derived",48.37705524,21652,2012,"","Hewlett-Packard","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","Web Content Provider","United States","Industry",0,207859,50.39,0,"Cluster","Xeon E5645 6C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","HP DL160 Cluster G6","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",284,40,284,"","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","Web Content Provider","Hewlett-Packard","United States",2012,"Industry",21652,0,104746,207859,50,0,0,NA,NA,"Cluster","Xeon E5645 6C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","HP DL160 Cluster G6","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"436",2013-06-01,496,-4.946,436,497,104746,2165.2,"Derived",48.37705524,21652,2012,"","Hewlett-Packard","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","Web Content Provider","United States","Industry",0,207859,50.39,0,"Cluster","Xeon E5645 6C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","HP DL160 Cluster G6","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",285,40,285,"","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","Web Content Provider","Hewlett-Packard","United States",2012,"Industry",21652,0,104746,207859,50,0,0,NA,NA,"Cluster","Xeon E5645 6C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","HP DL160 Cluster G6","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
