"","date","ExaRank","exascalar","top500rank","green500rank.g","site.g","manufacturer.g","name.g","computer.g","country.g","mflopswatt","power.g","cores.g","rmax.g","rpeak.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","efficiency.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"426",2012-11-01,454,-4.85,426,433,"IT Service Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","United States",82.72340846,1011.6,13488,83683,165093,275,39,275,"","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",13488,0,83683,165093,51,0,0,NA,NA,"Cluster","Xeon X5675 6C 3.060GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"427",2012-11-01,455,-4.85,427,432,"IT Service Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","United States",82.72340846,1011.6,13488,83683,165093,276,39,276,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","Logistic Services (E)","Hewlett-Packard","United States",2012,"Industry",15342,0,83611,163239,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"483",2012-11-01,456,-4.85,483,423,"Compute Canada/WestGrid/University of British Columbia","Hewlett-Packard","Orcinus","Cluster Platform 3000 BL 2x220, Xeon X5650/E5450 4C 3.00 GHz, Infiniband QDR","Canada",90.39858491,848,9600,76658,106322,324,38,190,"","xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","Internet Service","IBM","China",2011,"Industry",13596,0,76614,144661,53,0,0,421,182,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"266",2012-11-01,457,-4.863,266,472,"Cerner Corp.","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon L5640 6C 2.26GHz, Gigabit Ethernet","United States",60.74011111,1800,24000,109332.2,216960,164,34,37,"","SGI Altix ICE 8200 Enhanced LX, Xeon Nehalem quad core 2.8 GHz","US Army Research Laboratory (ARL)","SGI","United States",2009,"Research",10752,0,109300,120422,91,1908480,0,475,230,"MPP","Xeon X5560 4C 2.800GHz","Intel Nehalem",2800,"SLES10 + SGI ProPack 5","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","SGI ICE 8200EX","SGI Altix","Infiniband","Infiniband","North America","Americas"
"333",2012-11-01,458,-4.864,333,466,"Gaming Company","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5660 2.80 GHz, 10G Ethernet","United States",70.17410714,1344,11712,94314,131174,208,39,208,"","iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Telecommunication Company","IBM","China",2012,"Industry",16716,0,94195,169166,56,0,0,481,196,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"477",2012-11-01,459,-4.865,477,430,"Lockheed Martin","IBM","","BladeCenter HS21 Cluster, Xeon QC HT 2.66 GHz, Infiniband","United States",85.26860599,906.16,9712,77267,103568.77,314,34,63,"Colosse","Sun Blade x6048, Xeon X5560 2.8 Ghz, Infiniband QDR","CLUMEQ - Universit Laval","Sun Microsystems","Canada",2009,"Academic",7616,0,77170,85299,90,1160376,0,332,232,"Cluster","Xeon X5560 4C 2.800GHz","Intel Nehalem",2800,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Sun Blade 6048","Sun Blade System","Infiniband","Infiniband","North America","Americas"
"434",2012-11-01,460,-4.866,434,441,"Procter and Gamble","Appro International","Nimbus","Appro GreenBlade 512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","United States",79.75501543,1036.8,5120,82690,106496,281,39,281,"","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","Web Content Provider","Hewlett-Packard","United States",2012,"Industry",16860,0,82430,161856,51,0,0,NA,NA,"Cluster","Xeon E5645 6C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","HP DL160 Cluster G6","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"462",2012-11-01,461,-4.867,462,431,"Financial Services (M)","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.060GHz, Gigabit Ethernet","United States",82.97901584,953.1,12708,79087.3,155546,301,39,301,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Gigabit Ethernet","Digital Content Provider","Hewlett-Packard","Australia",2012,"Industry",7168,0,78821,149094,53,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Australia and New Zealand","Oceania"
"368",2012-11-01,462,-4.868,368,447,"IT Service Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","United States",72.29414112,1252.8,16704,90570.1,177731,231,39,231,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16680,0,90379,177475,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"369",2012-11-01,463,-4.868,369,452,"IT Service Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",72.24540368,1251,16680,90379,177475,227,39,227,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16680,0,90379,177475,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"370",2012-11-01,464,-4.868,370,451,"IT Service Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",72.24540368,1251,16680,90379,177475,228,39,228,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16680,0,90379,177475,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"371",2012-11-01,465,-4.868,371,450,"IT Service Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",72.24540368,1251,16680,90379,177475,229,39,229,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16680,0,90379,177475,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"372",2012-11-01,466,-4.868,372,449,"IT Service Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",72.24540368,1251,16680,90379,177475,230,39,230,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16680,0,90379,177475,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"373",2012-11-01,467,-4.868,373,448,"IT Service Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",72.24540368,1251,16680,90379,177475,NA,40,373,"sJet","Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","NOAA/Earth Science Research Laboratory/GSD","Appro International","United States",2012,"Research",5440,0,90240,113152,80,850000,0,136,664,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas"
"217",2012-11-01,468,-4.882,217,484,"Japan Agency for Marine -Earth Science and Technology","NEC","Earth Simulator","SX-9/E/1280M160","Japan",51,2400,1280,122400,131072,145,33,22,"Earth Simulator","SX-9/E/1280M160","Japan Agency for Marine -Earth Science and Technology","NEC","Japan",2009,"Research",1280,0,122400,131072,93,1556480,0,NA,NA,"MPP","NEC  3.200GHz","NEC",3200,"Super-UX","BSD Based","None",1,"NEC","SX-9/E","NEC Vector","Fat Tree","Fat Tree Network","Eastern Asia","Asia"
"312",2012-11-01,469,-4.884,312,468,"Government","Hewlett-Packard","","Cluster Platform 3000 BL2x220, L56xx 2.26 Ghz, Infiniband","Sweden",63.87578616,1526.4,17280,97500,156211.2,192,39,192,"","Cluster Platform SL170s, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","Web Company (F)","Hewlett-Packard","United States",2012,"Industry",18000,0,97101,191520,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL170s","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"428",2012-11-01,470,-4.892,428,446,"Logistic Services (E)","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",72.66414635,1150.65,15342,83611,163239,277,39,277,"","Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2090","California institute of Technology","Hewlett-Packard","United States",2012,"Academic",6660,2880,83158,159919,52,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL390s G7","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas"
"175",2012-11-01,471,-4.896,175,497,"Financial Services Company (G)","Hewlett-Packard","","Cluster Platform SL165z G7, Opteron 6172 12C 2.100GHz, Gigabit Ethernet","United States",42.32995091,3340.8,33408,141415.9,280627,NA,40,175,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","Banking (M)","Hewlett-Packard","United States",2012,"Industry",26256,0,140779,279364,50,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"263",2012-11-01,472,-4.902,263,481,"Web Company (F)","Hewlett-Packard","","HP DL180se, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",53.40852827,2052,20520,109594.3,218333,NA,40,263,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",8000,0,109504,166400,66,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","10G Ethernet","North America","Americas"
"152",2012-11-01,473,-4.91,152,499,"Government","Cray Inc.","","Cray XT5 QC 2.4 GHz","United States",34.41096164,4812.42,20960,165600,201216,107,34,23,"","Cray XT5 QC 2.4 GHz","Government","Cray Inc.","United States",2009,"Government",20960,0,165600,201216,82,0,0,NA,NA,"MPP","Opteron Quad Core 4C 2.400GHz","AMD x86_64",2400,"CNL","Linux","None",4,"Opteron Quad Core","Cray XT5 QuadCore","Cray XT","Proprietary Network","XT4 Internal Interconnect","North America","Americas"
"496",2012-11-01,474,-4.915,496,445,"IT Services Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",73.05007153,1048.5,13980,76593,148747,333,39,333,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2012,"Industry",13980,0,76593,148747,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"497",2012-11-01,475,-4.915,497,444,"IT Services Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",73.05007153,1048.5,13980,76593,148747,334,39,334,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2012,"Industry",13980,0,76593,148747,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"498",2012-11-01,476,-4.915,498,443,"IT Services Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",73.05007153,1048.5,13980,76593,148747,335,39,335,"","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","Slovak Academy of Sciences (SAV)","IBM","Slovak Republic",2012,"Academic",3072,0,76533,94274,81,0,0,173,441,"MPP","POWER7 8C 3.836GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","Eastern Europe","Europe"
"382",2012-11-01,477,-4.921,382,471,"Semiconductor Company (M)","Hewlett-Packard","","Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.300GHz, Gigabit Ethernet","United States",61.89756944,1440,19200,89132.5,176640,237,36,208,"","BladeCenter HS22 Cluster, Xeon E5540 4C 2.53 GHz, Gigabit Ethernet","Financial Institution (P)","IBM","United Kingdom",2010,"Industry",15744,0,88718,159329,56,0,0,498,178,"Cluster","Xeon E5540 4C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","BladeCenter HS22 Cluster","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","Northern Europe","Europe"
"314",2012-11-01,478,-4.933,314,477,"DOE/SC/Pacific Northwest National Laboratory","Hewlett-Packard","Chinook","Cluster Platform 4000 DL185G5, Opteron QC 2.2 GHz, Infiniband DDR","United States",54.496,1781.25,18176,97071,159948.8,NA,40,314,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",17220,0,97035,174266,56,0,0,522,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"313",2012-11-01,479,-4.936,313,480,"Web Company (F)","Hewlett-Packard","","Cluster Platform SL170s, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",53.94477778,1800,18000,97100.6,191520,193,32,21,"Chinook","Cluster Platform 4000 DL185G5, Opteron QC 2.2 GHz, Infiniband DDR","DOE/SC/Pacific Northwest National Laboratory","Hewlett-Packard","United States",2008,"Research",18176,0,97071,159949,61,488000,0,NA,NA,"Cluster","Opteron Quad Core 4C 2.200GHz","AMD x86_64",2200,"Linux","Linux","None",4,"Opteron Quad Core","HP Cluster Platform 4000 DL185 G5 Cluster","HP Cluster Platform 4000","Infiniband","Infiniband DDR","North America","Americas"
"326",2012-11-01,480,-4.94,326,479,"Web Company (F)","Hewlett-Packard","","Cluster Platform SL160z, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",54.00847458,1770,17700,95595,188328,199,39,199,"","Cluster Platform SL160z, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","Web Company (F)","Hewlett-Packard","United States",2012,"Industry",17700,0,95595,188328,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL160z","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"327",2012-11-01,481,-4.94,327,478,"Web Company (F)","Hewlett-Packard","","Cluster Platform SL160z, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",54.00847458,1770,17700,95595,188328,NA,40,327,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2012,"Industry",8800,0,95507,183040,52,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"285",2012-11-01,482,-4.946,285,492,"Web Content Provider","Hewlett-Packard","","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","United States",48.37705524,2165.2,21652,104746,207859,NA,40,285,"","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","Web Content Provider","Hewlett-Packard","United States",2012,"Industry",21652,0,104746,207859,50,0,0,NA,NA,"Cluster","Xeon E5645 6C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","HP DL160 Cluster G6","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"286",2012-11-01,483,-4.946,286,491,"Web Content Provider","Hewlett-Packard","","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","United States",48.37705524,2165.2,21652,104746,207859,176,38,171,"","iDataPlex DX360M3, Xeon E5649 6C 2.53 GHz, Gigabit Ethernet","Financial Services (H)","IBM","United States",2011,"Industry",18576,0,104676,187989,56,0,0,534,196,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"235",2012-11-01,484,-4.951,235,496,"Web Company (C)","Hewlett-Packard","","Cluster Platform 3000 BL460c G7, Xeon E5620 4C 2.40GHz, Gigabit Ethernet","China",43.00185742,2691.9,23928,115756.7,229709,NA,40,235,"","Cluster Platform 3000 BL460c G7, Xeon E5620 4C 2.40GHz, Gigabit Ethernet","Web Company (C)","Hewlett-Packard","China",2012,"Industry",23928,0,115757,229709,50,0,0,NA,NA,"Cluster","Xeon E5620 4C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","None",4,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"295",2012-11-01,485,-4.953,295,489,"Web Content Provider","Hewlett-Packard","","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","United States",48.37716817,2121.6,21216,102637,203674,179,39,179,"Olympus","Atipa Cluster, Opteron 6272 16C 2.100GHz, Infiniband QDR","DOE/SC/Pacific Northwest National Laboratory","Atipa Technology","United States",2012,"Research",19200,0,102200,161280,63,1700000,0,NA,NA,"Cluster","Opteron 6272 16C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Atipa Cluster","Atipa Cluster","Infiniband","Infiniband QDR","North America","Americas"
"479",2012-11-01,486,-4.957,479,470,"Retail","Hewlett-Packard","","Cluster Platform SL170s, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","United States",63.50198413,1209.6,12096,76812,148055,316,39,316,"","Cluster Platform SL170s, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","Retail","Hewlett-Packard","United States",2012,"Industry",12096,0,76812,148055,52,0,0,NA,NA,"Cluster","Xeon X5675 6C 3.060GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL170s","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
