"","top500rank","green500rank.g","site.g","manufacturer.g","computer.g","country.g","mflopswatt.g","power.g","how.g","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcores.t","rmax.t","rpeak.t","effeciency.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","accelerator.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"443",443,139,"Technische Universitaet Wien","Sun Microsystems","Sun Blade x2270/Supermicro SC827T-R1400, Xeon X5550 2.66 Ghz, Infiniband QDR","Austria",272.24,194.94,"derived","Vienna Scientific Cluster","Sun Blade x2270/Supermicro SC827T-R1400, Xeon X5550 2.66 Ghz, Infiniband QDR","Technische Universitaet Wien","Sun Microsystems","Austria",2011,"Academic",5472,0,53070,58375,90.91,0,0,NA,NA,"Cluster","Xeon X5550 4C 2.66GHz","Intel EM64T",2660,"Cell OS","Unix","None",4,"Xeon X55xx (Nehalem-EP)","Sun Blade X2270","Sun Blade System","Infiniband","Infiniband","Western Europe","Europe"
"444",444,177,"Georgia Institute of Technology","Penguin Computing","Altus 704 Cluster, 6C Opteron 8431 2.4 Ghz, Infiniband","United States",215.65,246,"Top500","Razor-II","Altus 704 Cluster, 6C Opteron 8431 2.4 Ghz, Infiniband","Georgia Institute of Technology","Penguin Computing","United States",2010,"Research",8640,0,53050,82944,63.96,1152000,0,246,215.65,"Cluster","Opteron Six Core 6C 2.40GHz","AMD x86_64",2400,"Linux","Linux","None",6,"Opteron Six Core","Altus 704 Cluster","Penguin Computing Cluster","Infiniband","Infinband DDR 4x","North America","Americas"
"445",445,500,"NNSA/Sandia National Laboratories","Dell","PowerEdge 1850, 3.6 GHz, Infiniband","United States",21.36,2481.6,"derived","Thunderbird","PowerEdge 1850, 3.6 GHz, Infiniband","NNSA/Sandia National Laboratories","Dell","United States",2006,"Research",9024,0,53000,64972.8,81.57,0,0,NA,NA,"Cluster","Xeon EM64T  3.60GHz","Intel EM64T",3600,"Linux","Linux","None",1,"Xeon EM64T","PowerEdge 1850","Dell PowerEdge Cluster","Infiniband","Infiniband","North America","Americas"
"446",446,498,"Financial Institution","Hewlett-Packard","Cluster Platform 3000 SL160z, Xeon L55xx 2.26 GHz, GigE","United States",31.37,1689.6,"derived","","Cluster Platform 3000 SL160z, Xeon L55xx 2.26 GHz, GigE","Financial Institution","Hewlett-Packard","United States",2011,"Industry",11264,0,52997.9,101826.6,52.05,0,0,NA,NA,"Cluster","Xeon L5520 4C 2.26GHz","Intel EM64T",2260,"Linux","Linux","None",4,"Xeon L55xx (Nehalem-EP)","Cluster Platform SL160z","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"447",447,472,"Logistic Services (C)","Hewlett-Packard","Cluster Platform 3000 BL460c G6, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","United States",48.58,1090.61,"derived","","Cluster Platform 3000 BL460c G6, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","Logistic Services (C)","Hewlett-Packard","United States",2011,"Industry",9504,0,52987,101122.56,52.4,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G6","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"448",448,489,"Logistic Services (E)","Hewlett-Packard","Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE","United States",37.17,1423.8,"derived","","Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE","Logistic Services (E)","Hewlett-Packard","United States",2011,"Industry",9492,0,52922.9,100994.9,52.4,0,0,NA,NA,"Cluster","Xeon X5550 4C 2.66GHz","Intel EM64T",2660,"Linux","Linux","None",4,"Xeon X55xx (Nehalem-EP)","Cluster Platform SL160z","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"449",449,490,"Logistic Services (E)","Hewlett-Packard","Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE","United States",37.17,1423.8,"derived","","Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE","Logistic Services (E)","Hewlett-Packard","United States",2011,"Industry",9492,0,52922.9,100994.9,52.4,0,0,NA,NA,"Cluster","Xeon X5550 4C 2.66GHz","Intel EM64T",2660,"Linux","Linux","None",4,"Xeon X55xx (Nehalem-EP)","Cluster Platform SL160z","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"450",450,491,"Logistic Services (E)","Hewlett-Packard","Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE","United States",37.17,1423.8,"derived","","Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE","Logistic Services (E)","Hewlett-Packard","United States",2011,"Industry",9492,0,52922.9,100994.9,52.4,0,0,NA,NA,"Cluster","Xeon X5550 4C 2.66GHz","Intel EM64T",2660,"Linux","Linux","None",4,"Xeon X55xx (Nehalem-EP)","Cluster Platform SL160z","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"451",451,492,"Logistic Services (E)","Hewlett-Packard","Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE","United States",37.17,1423.8,"derived","","Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE","Logistic Services (E)","Hewlett-Packard","United States",2011,"Industry",9492,0,52922.9,100994.9,52.4,0,0,NA,NA,"Cluster","Xeon X5550 4C 2.66GHz","Intel EM64T",2660,"Linux","Linux","None",4,"Xeon X55xx (Nehalem-EP)","Cluster Platform SL160z","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"452",452,113,"Geoscience (P)","IBM","iDataPlex DX360M3, Xeon 2.93, Infiniband","United States",330.98,159.75,"Submission","","iDataPlex DX360M3, Xeon 2.93, Infiniband","Geoscience (P)","IBM","United States",2011,"Industry",5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas"
"453",453,114,"Geoscience (P)","IBM","iDataPlex DX360M3, Xeon 2.93, Infiniband","United States",330.98,159.75,"Submission","","iDataPlex DX360M3, Xeon 2.93, Infiniband","Geoscience (P)","IBM","United States",2011,"Industry",5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas"
"454",454,115,"Geoscience (P)","IBM","iDataPlex DX360M3, Xeon 2.93, Infiniband","United States",330.98,159.75,"Submission","","iDataPlex DX360M3, Xeon 2.93, Infiniband","Geoscience (P)","IBM","United States",2011,"Industry",5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas"
"455",455,116,"Geoscience (P)","IBM","iDataPlex DX360M3, Xeon 2.93, Infiniband","United States",330.98,159.75,"Submission","","iDataPlex DX360M3, Xeon 2.93, Infiniband","Geoscience (P)","IBM","United States",2011,"Industry",5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas"
"456",456,117,"Geoscience (P)","IBM","iDataPlex DX360M3, Xeon 2.93, Infiniband","United States",330.98,159.75,"Submission","","iDataPlex DX360M3, Xeon 2.93, Infiniband","Geoscience (P)","IBM","United States",2011,"Industry",5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas"
"457",457,118,"Geoscience (P)","IBM","iDataPlex DX360M3, Xeon 2.93, Infiniband","United States",330.98,159.75,"Submission","","iDataPlex DX360M3, Xeon 2.93, Infiniband","Geoscience (P)","IBM","United States",2011,"Industry",5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas"
"458",458,119,"Geoscience (P)","IBM","iDataPlex DX360M3, Xeon 2.93, Infiniband","United States",330.98,159.75,"Submission","","iDataPlex DX360M3, Xeon 2.93, Infiniband","Geoscience (P)","IBM","United States",2011,"Industry",5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas"
"459",459,422,"Commissariat a l'Energie Atomique (CEA)","Bull SA","NovaScale 5160, Itanium2 1.6 GHz, Quadrics","France",70.68,747.6,"Derived","Tera-10","NovaScale 5160, Itanium2 1.6 GHz, Quadrics","Commissariat a l'Energie Atomique (CEA)","Bull SA","France",2006,"Research",9968,0,52840,63795.2,82.83,0,0,NA,NA,"Constellations","Itanium2 Montecito Dual Core 2C 1.60GHz","Intel IA-64",1600,"Linux","Linux","None",2,"Itanium2 Montecito Dual Core","NovaScale 5160","Bull SMP Cluster","Quadrics","Quadrics","Western Europe","Europe"
"460",460,209,"Banking (M)","IBM","xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","United States",186.5,283.19,"Submission","","xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","Banking (M)","IBM","United States",2011,"Industry",9336,0,52814,94480,55.9,0,0,283.19,186.5,"Cluster","Xeon E5540 4C 2.53GHz","Intel EM64T",2530,"Linux","Linux","None",4,"Xeon E55xx (Nehalem-EP)","xSeries x3650M2 Cluster Xeon QC","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"461",461,210,"Banking (M)","IBM","xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","United States",186.5,283.19,"Submission","","xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","Banking (M)","IBM","United States",2011,"Industry",9336,0,52814,94480,55.9,0,0,283.19,186.5,"Cluster","Xeon E5540 4C 2.53GHz","Intel EM64T",2530,"Linux","Linux","None",4,"Xeon E55xx (Nehalem-EP)","xSeries x3650M2 Cluster Xeon QC","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"462",462,211,"Banking (M)","IBM","xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","United States",186.5,283.19,"Submission","","xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","Banking (M)","IBM","United States",2011,"Industry",9336,0,52814,94480,55.9,0,0,283.19,186.5,"Cluster","Xeon E5540 4C 2.53GHz","Intel EM64T",2530,"Linux","Linux","None",4,"Xeon E55xx (Nehalem-EP)","xSeries x3650M2 Cluster Xeon QC","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"463",463,212,"Banking (M)","IBM","xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","United States",186.5,283.19,"Submission","","xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","Banking (M)","IBM","United States",2011,"Industry",9336,0,52814,94480,55.9,0,0,283.19,186.5,"Cluster","Xeon E5540 4C 2.53GHz","Intel EM64T",2530,"Linux","Linux","None",4,"Xeon E55xx (Nehalem-EP)","xSeries x3650M2 Cluster Xeon QC","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"464",464,389,"IDRIS","IBM","Power 575, p6 4.7 GHz, Infiniband","France",92.33,572,"Submission","","Power 575, p6 4.7 GHz, Infiniband","IDRIS","IBM","France",2008,"Academic",3584,0,52810,67379.2,78.38,0,0,572,92.33,"MPP","POWER6 2C 4.70GHz","Power",4700,"AIX","Unix","None",2,"POWER6","pSeries 575","IBM pSeries","Infiniband","Infiniband","Western Europe","Europe"
"465",465,241,"Carrillo Business Technologies, Inc","Hewlett-Packard","Cluster Platform 4000 BL465c G7, 12C Opteron 2.2Ghz, Infiniband","United States",182.72,288.9,"derived","","Cluster Platform 4000 BL465c G7, 12C Opteron 2.2Ghz, Infiniband","Carrillo Business Technologies, Inc","Hewlett-Packard","United States",2011,"Industry",7704,0,52789.2,67795.2,77.87,0,0,NA,NA,"Cluster","Opteron 6174 12C 2.20GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 12 Core","Cluster Platform 4000 BL465c G7","HP Cluster Platform 4000BL","Infiniband","Infiniband QDR","North America","Americas"
"466",466,415,"IT Service Provider","Hewlett-Packard","Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE","United States",81.38,648,"derived","","Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE","IT Service Provider","Hewlett-Packard","United States",2010,"Industry",8556,0,52734.1,100276.3,52.59,0,0,NA,NA,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G6","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"467",467,361,"Digital Media","IBM","xSeries x3650M2 Cluster Xeon QC GT 2.66 GHz, GigEthernet","Singapore",128.94,408.21,"Submission","","xSeries x3650M2 Cluster Xeon QC GT 2.66 GHz, GigEthernet","Digital Media","IBM","Singapore",2011,"Industry",9304,0,52633,98995,53.17,0,0,408.21,128.94,"Cluster","Xeon X5550 4C 2.66GHz","Intel EM64T",2660,"Linux","Linux","None",4,"Xeon X55xx (Nehalem-EP)","xSeries x3650 Cluster Xeon quad core","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","South-eastern Asia","Asia"
"468",468,347,"Internet Service","Hewlett-Packard","HP DL180 Cluster G6, Xeon E5620 4C 2.40 GHz, Gigabit Ethernet","China",133.58,392.4,"derived","","HP DL180 Cluster G6, Xeon E5620 4C 2.40 GHz, Gigabit Ethernet","Internet Service","Hewlett-Packard","China",2011,"Industry",10464,0,52418,100454.4,52.18,0,0,NA,NA,"Cluster","Xeon E5620 4C 2.40GHz","Intel EM64T",2400,"Linux","Linux","None",4,"Xeon E56xx (Westmere-EP)","HP DL180 Cluster G6","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"469",469,186,"Telecommunication Company","IBM","BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, GigE","United States",210.94,248.44,"Submission","","BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, GigE","Telecommunication Company","IBM","United States",2011,"Industry",9300,0,52406,98952,52.96,0,0,248.44,210.94,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"470",470,236,"Service Provider","IBM","xSeries x3550M3, Xeon X56xx 2.53 GHz, GigE","China",185.77,281.74,"Submission","","xSeries x3550M3, Xeon X56xx 2.53 GHz, GigE","Service Provider","IBM","China",2011,"Industry",9288,0,52338,93994.56,55.68,0,0,281.74,185.77,"Cluster","Xeon E5649 6C 2.53GHz","Intel EM64T",2530,"Linux","Linux","None",6,"Xeon E56xx (Westmere-EP)","xSeries x3550M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"471",471,237,"Service Provider","IBM","xSeries x3550M3, Xeon X56xx 2.53 GHz, GigE","China",185.77,281.74,"Submission","","xSeries x3550M3, Xeon X56xx 2.53 GHz, GigE","Service Provider","IBM","China",2011,"Industry",9288,0,52338,93994.56,55.68,0,0,281.74,185.77,"Cluster","Xeon E5649 6C 2.53GHz","Intel EM64T",2530,"Linux","Linux","None",6,"Xeon E56xx (Westmere-EP)","xSeries x3550M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"472",472,364,"IT Services Provider (C)","Hewlett-Packard","Cluster Platform 4000 BL465c G7, Opteron 6174 12C 2.20 GHz, Gigabit Ethernet","United States",121.87,429.3,"derived","","Cluster Platform 4000 BL465c G7, Opteron 6174 12C 2.20 GHz, Gigabit Ethernet","IT Services Provider (C)","Hewlett-Packard","United States",2011,"Industry",11448,0,52318,100742.4,51.93,0,0,NA,NA,"Cluster","Opteron 6174 12C 2.20GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 12 Core","Cluster Platform 4000 BL465c G7","HP Cluster Platform 4000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"473",473,456,"Financial Institution","Hewlett-Packard","Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE","United States",53.73,972.19,"derived","","Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE","Financial Institution","Hewlett-Packard","United States",2011,"Industry",8472,0,52233,99291.84,52.61,0,0,NA,NA,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G6","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"474",474,467,"Purdue University","Hewlett-Packard","Cluster Platform 3000 DL165, Opteron 2.5 GHz, 10GigE","United States",52.56,993,"Derived","Coates","Cluster Platform 3000 DL165, Opteron 2.5 GHz, 10GigE","Purdue University","Hewlett-Packard","United States",2010,"Academic",7944,0,52192.1,79440,65.7,0,0,NA,NA,"Cluster","Opteron Quad Core 4C 2.50GHz","AMD x86_64",2500,"Linux","Linux","None",4,"Opteron Quad Core","HP DL165 Cluster","HP Cluster Platform 3000","Gigabit Ethernet","10G Ethernet","North America","Americas"
"475",475,457,"IT Service Provider (D)","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","United States",53.68,971.51,"derived","","Cluster Platform 3000 BL460c G7, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2011,"Industry",8466,0,52152,99221.52,52.56,0,0,NA,NA,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"476",476,315,"IT Service Provider (D)","Hewlett-Packard","Cluster Platform 4000 BL465c, Opteron 2389 4C 2.90 GHz, Gigabit Ethernet","United States",162.7,319.2,"derived","","Cluster Platform 4000 BL465c, Opteron 2389 4C 2.90 GHz, Gigabit Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2011,"Industry",8512,0,51934,98739.2,52.6,0,0,NA,NA,"Cluster","Opteron 2389 4C 2.90GHz","AMD x86_64",2900,"Linux","Linux","None",4,"Opteron Quad Core","Cluster Platform 4000 BL465c","HP Cluster Platform 4000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"477",477,110,"ETH Zuerich","Sun Microsystems","Sun Blade X6440, Opteron 2.5 Ghz, Infiniband QDR","Switzerland",341.32,152,"Top500","Brutus","Sun Blade X6440, Opteron 2.5 Ghz, Infiniband QDR","ETH Zuerich","Sun Microsystems","Switzerland",2009,"Academic",6464,0,51880,64640,80.26,1032192,0,152,341.32,"Cluster","Opteron Quad Core 4C 2.50GHz","AMD x86_64",2500,"Linux","Linux","None",4,"Opteron Quad Core","Sun Blade x6440","Sun Blade System","Infiniband","Infiniband","Western Europe","Europe"
"478",478,390,"United Kingdom Meteorological Office","IBM","Power 575, p6 4.7 GHz, Infiniband","United Kingdom",92.28,562,"Submission","UKMO B","Power 575, p6 4.7 GHz, Infiniband","United Kingdom Meteorological Office","IBM","United Kingdom",2009,"Research",3520,0,51863.33,66176,78.37,0,0,562,92.28,"MPP","POWER6 2C 4.70GHz","Power",4700,"AIX","Unix","None",2,"POWER6","pSeries 575","IBM pSeries","Infiniband","Infiniband","Northern Europe","Europe"
"479",479,391,"United Kingdom Meteorological Office","IBM","Power 575, p6 4.7 GHz, Infiniband","United Kingdom",92.28,562,"Submission","UKMO A","Power 575, p6 4.7 GHz, Infiniband","United Kingdom Meteorological Office","IBM","United Kingdom",2009,"Research",3520,0,51863.33,66176,78.37,0,0,562,92.28,"MPP","POWER6 2C 4.70GHz","Power",4700,"AIX","Unix","None",2,"POWER6","pSeries 575","IBM pSeries","Infiniband","Infiniband","Northern Europe","Europe"
"480",480,284,"Engineering Company","IBM","xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","China",177.02,292.61,"Submission","","xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","Engineering Company","IBM","China",2011,"Industry",9192,0,51797.17,107730.24,48.08,0,0,292.61,177.02,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"481",481,285,"Engineering Company","IBM","xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","China",177.02,292.61,"Submission","","xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","Engineering Company","IBM","China",2011,"Industry",9192,0,51797.17,107730.24,48.08,0,0,292.61,177.02,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"482",482,286,"Engineering Company","IBM","xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","China",177.02,292.61,"Submission","","xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","Engineering Company","IBM","China",2011,"Industry",9192,0,51797.17,107730.24,48.08,0,0,292.61,177.02,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"483",483,71,"ECMWF","IBM","Power 775, POWER7 8C 3.84 GHz, Custom","United Kingdom",410.48,125.37,"Submission","","Power 775, POWER7 8C 3.84 GHz, Custom","ECMWF","IBM","United Kingdom",2011,"Research",2048,0,51462,62849.02,81.88,0,0,125.37,410.48,"MPP","POWER7 8C 3.83GHz","Power",3830,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom","Northern Europe","Europe"
